Country,League,Season,Date,Time,Home,Away,Odd Home,Odd Draw,Odd Away,HG,AG,Match_Result_Home_Perspective,Total_Goals,BTTS,Res,Home_Team_Goals_Per_Game_Season,Away_Team_Goals_Per_Game_Season,H2H_Goals_Per_Game,Team_A_swapped,Team_B_swapped,Home_Goals_Per_Game_vs_Away,Away_Goals_Per_Game_vs_Home
Brazil,Serie A,2015,07-06-15,23:30,Fluminense,Sport Recife,1.68,3.53,5.11,0,0,0,0,0,D,1.052631579,1.394736842,2.235294118,,,1.352941176,0.882352941
Brazil,Serie A,2015,07-06-15,23:30,Goias,Avai,1.78,3.32,4.74,0,1,-1,1,0,A,1.026315789,1,2.166666667,Avai,Goias,1,1.166666667
Brazil,Serie A,2015,10-06-15,23:30,Atletico-MG,Santos,1.5,4.23,6.04,2,2,0,4,1,D,1.710526316,1.552631579,2.88,,,1.4,1.48
Brazil,Serie A,2015,13-06-15,20:30,Chapecoense-SC,Sao Paulo,2.62,3.01,2.76,0,1,-1,1,0,A,0.894736842,1.394736842,2,,,0.857142857,1.142857143
Brazil,Serie A,2015,13-06-15,20:30,Corinthians,Internacional,1.75,3.37,4.94,2,1,1,3,1,H,1.868421053,1.026315789,2.24,,,1.24,1
Brazil,Serie A,2015,13-06-15,20:30,Coritiba,Flamengo RJ,2.6,3.04,2.75,0,1,-1,1,0,A,0.815789474,1.184210526,2.666666667,,,1,1.666666667
Brazil,Serie A,2015,14-06-15,01:00,Sport Recife,Joinville,1.58,3.66,5.92,2,1,1,3,1,H,1.394736842,0.684210526,2.5,Joinville,Sport Recife,1.5,1
Brazil,Serie A,2015,14-06-15,01:00,Vasco,Cruzeiro,2.92,3.07,2.46,1,3,-1,4,1,A,0.736842105,1.157894737,2.529411765,Cruzeiro,Vasco,1.058823529,1.470588235
Brazil,Serie A,2015,14-06-15,15:00,Ponte Preta,Goias,1.58,3.7,5.84,0,0,0,0,0,D,1.078947368,1.026315789,1.5,Goias,Ponte Preta,0.5,1
Brazil,Serie A,2015,14-06-15,20:00,Avai,Figueirense,2.06,3.17,3.65,1,1,0,2,1,D,1,0.947368421,1.5,,,1,0.5
Brazil,Serie A,2015,14-06-15,20:00,Gremio,Athletico-PR,1.68,3.49,5.22,2,1,1,3,1,H,1.368421053,1.131578947,2.045454545,Athletico-PR,Gremio,1.136363636,0.909090909
Brazil,Serie A,2015,14-06-15,20:00,Palmeiras,Fluminense,1.78,3.37,4.63,2,1,1,3,1,H,1.578947368,1.052631579,2.24,Fluminense,Palmeiras,1.32,0.92
Brazil,Serie A,2015,19-06-15,01:00,Figueirense,Internacional,2.82,3.04,2.56,0,0,0,0,0,D,0.947368421,1.026315789,2.75,,,1.375,1.375
Brazil,Serie A,2015,20-06-15,20:30,Flamengo RJ,Atletico-MG,2.52,3.22,2.71,0,2,-1,2,0,A,1.184210526,1.710526316,2.555555556,Atletico-MG,Flamengo RJ,1.148148148,1.407407407
Brazil,Serie A,2015,20-06-15,20:30,Santos,Corinthians,2.28,3.13,3.19,1,0,1,1,0,H,1.552631579,1.868421053,1.56,Corinthians,Santos,0.68,0.88
Brazil,Serie A,2015,20-06-15,20:30,Sport Recife,Vasco,1.71,3.49,4.96,2,1,1,3,1,H,1.394736842,0.736842105,2.909090909,,,1.181818182,1.727272727
Brazil,Serie A,2015,21-06-15,01:00,Gremio,Palmeiras,2.02,3.22,3.75,1,0,1,1,0,H,1.368421053,1.578947368,2.304347826,,,0.826086957,1.47826087
Brazil,Serie A,2015,21-06-15,15:00,Cruzeiro,Chapecoense-SC,1.57,3.68,6.14,0,1,-1,1,0,A,1.157894737,0.894736842,2.583333333,Chapecoense-SC,Cruzeiro,1.333333333,1.25
Brazil,Serie A,2015,21-06-15,20:00,Athletico-PR,Coritiba,1.9,3.24,4.19,2,2,0,4,1,D,1.131578947,0.815789474,1.8125,,,0.9375,0.875
Brazil,Serie A,2015,21-06-15,20:00,Joinville,Goias,2.26,3.01,3.3,2,1,1,3,1,H,0.684210526,1.026315789,3,Goias,Joinville,1,2
Brazil,Serie A,2015,21-06-15,20:00,Sao Paulo,Avai,1.47,4.1,6.64,1,1,0,2,1,D,1.394736842,1,2,Avai,Sao Paulo,1.375,0.625
Brazil,Serie A,2015,24-06-15,23:30,Fluminense,Ponte Preta,2.05,3.22,3.67,2,0,1,2,0,H,1.052631579,1.078947368,2.2,,,1.4,0.8
Brazil,Serie A,2015,27-06-15,20:00,Avai,Gremio,3.15,3.06,2.32,1,2,-1,3,1,A,1,1.368421053,3.666666667,,,1.333333333,2.333333333
Brazil,Serie A,2015,27-06-15,20:00,Chapecoense-SC,Sport Recife,1.94,3.23,3.98,1,1,0,2,1,D,0.894736842,1.394736842,2.666666667,,,1.083333333,1.583333333
Brazil,Serie A,2015,28-06-15,01:00,Corinthians,Figueirense,1.49,3.79,7.25,2,1,1,3,1,H,1.868421053,0.947368421,2,,,1,1
Brazil,Serie A,2015,28-06-15,15:00,Atletico-MG,Joinville,1.22,5.81,12.55,1,0,1,1,0,H,1.710526316,0.684210526,2.5,,,1.5,1
Brazil,Serie A,2015,28-06-15,20:00,Coritiba,Cruzeiro,2.74,3.11,2.57,1,0,1,1,0,H,0.815789474,1.157894737,2.214285714,,,1.142857143,1.071428571
Brazil,Serie A,2015,28-06-15,20:00,Goias,Fluminense,2.3,3.06,3.19,1,2,-1,3,1,A,1.026315789,1.052631579,3.428571429,Fluminense,Goias,1.142857143,2.285714286
Brazil,Serie A,2015,28-06-15,20:00,Palmeiras,Sao Paulo,2.16,3.18,3.41,4,0,1,4,0,H,1.578947368,1.394736842,2.36,,,1.4,0.96
Brazil,Serie A,2015,28-06-15,20:00,Ponte Preta,Athletico-PR,1.84,3.43,4.23,2,1,1,3,1,H,1.078947368,1.131578947,3.375,Athletico-PR,Ponte Preta,1.75,1.625
Brazil,Serie A,2015,28-06-15,22:30,Internacional,Santos,2.04,3.25,3.65,1,0,1,1,0,H,1.026315789,1.552631579,2.217391304,,,1.347826087,0.869565217
Brazil,Serie A,2015,28-06-15,22:30,Vasco,Flamengo RJ,3.66,3.21,2.05,1,0,1,1,0,H,0.736842105,1.184210526,2.526315789,Flamengo RJ,Vasco,0.842105263,1.684210526
Brazil,Serie A,2015,01-07-15,23:30,Sport Recife,Internacional,1.96,3.29,3.87,3,0,1,3,0,H,1.394736842,1.026315789,2.6,Internacional,Sport Recife,1.2,1.4
Brazil,Serie A,2015,01-07-15,23:30,Vasco,Avai,1.88,3.38,4.09,1,0,1,1,0,H,0.736842105,1,1.5,Avai,Vasco,1,0.5
Brazil,Serie A,2015,02-07-15,01:00,Atletico-MG,Coritiba,1.33,4.82,8.74,2,0,1,2,0,H,1.710526316,0.815789474,2.222222222,,,1.5,0.722222222
Brazil,Serie A,2015,02-07-15,01:00,Palmeiras,Chapecoense-SC,1.55,3.77,6.16,2,0,1,2,0,H,1.578947368,0.894736842,2.5,Chapecoense-SC,Palmeiras,1.357142857,1.142857143
Brazil,Serie A,2015,02-07-15,02:00,Athletico-PR,Sao Paulo,2.29,3.14,3.15,2,1,1,3,1,H,1.131578947,1.394736842,1.958333333,,,0.875,1.083333333
Brazil,Serie A,2015,02-07-15,02:00,Gremio,Cruzeiro,1.89,3.3,4.14,1,0,1,1,0,H,1.368421053,1.157894737,2.476190476,Cruzeiro,Gremio,1.333333333,1.142857143
Brazil,Serie A,2015,02-07-15,02:00,Joinville,Flamengo RJ,3.15,3.05,2.34,0,1,-1,1,0,A,0.684210526,1.184210526,1.5,Flamengo RJ,Joinville,0,1.5
Brazil,Serie A,2015,02-07-15,23:30,Corinthians,Ponte Preta,1.76,3.37,4.82,2,0,1,2,0,H,1.868421053,1.078947368,2,,,1.1,0.9
Brazil,Serie A,2015,02-07-15,23:30,Figueirense,Goias,2.14,3.05,3.6,3,1,1,4,1,H,0.947368421,1.026315789,2.75,,,1.5,1.25
Brazil,Serie A,2015,03-07-15,01:00,Fluminense,Santos,2.17,3.26,3.31,2,1,1,3,1,H,1.052631579,1.552631579,2.36,,,1.16,1.2
Brazil,Serie A,2015,04-07-15,19:00,Coritiba,Joinville,1.64,3.49,5.67,0,0,0,0,0,D,0.815789474,0.684210526,2,,,0.5,1.5
Brazil,Serie A,2015,05-07-15,01:00,Chapecoense-SC,Vasco,1.8,3.28,4.72,1,0,1,1,0,H,0.894736842,0.736842105,2.375,,,1.125,1.25
Brazil,Serie A,2015,05-07-15,01:00,Cruzeiro,Athletico-PR,1.68,3.52,5.15,2,0,1,2,0,H,1.157894737,1.131578947,2.5,Athletico-PR,Cruzeiro,1.277777778,1.222222222
Brazil,Serie A,2015,05-07-15,15:00,Avai,Sport Recife,2.29,3.17,3.09,2,2,0,4,1,D,1,1.394736842,2.25,,,1,1.25
Brazil,Serie A,2015,05-07-15,20:00,Goias,Corinthians,3.02,2.92,2.5,0,0,0,0,0,D,1.026315789,1.868421053,2.5,Corinthians,Goias,0.928571429,1.571428571
Brazil,Serie A,2015,05-07-15,20:00,Santos,Gremio,2.15,3.21,3.36,1,3,-1,4,1,A,1.552631579,1.368421053,2.52173913,Gremio,Santos,1.130434783,1.391304348
Brazil,Serie A,2015,05-07-15,20:00,Sao Paulo,Fluminense,1.7,3.56,4.88,0,0,0,0,0,D,1.394736842,1.052631579,2.740740741,Fluminense,Sao Paulo,1.222222222,1.518518519
Brazil,Serie A,2015,05-07-15,22:30,Flamengo RJ,Figueirense,1.55,3.69,6.42,1,2,-1,3,1,A,1.184210526,0.947368421,2.125,Figueirense,Flamengo RJ,1.125,1
Brazil,Serie A,2015,05-07-15,22:30,Internacional,Atletico-MG,2.41,3.29,2.83,1,3,-1,4,1,A,1.026315789,1.710526316,2.52,Atletico-MG,Internacional,1.16,1.36
Brazil,Serie A,2015,05-07-15,22:30,Ponte Preta,Palmeiras,3.88,3.33,1.94,0,2,-1,2,0,A,1.078947368,1.578947368,2.375,Palmeiras,Ponte Preta,0.875,1.5
Brazil,Serie A,2015,08-07-15,23:30,Chapecoense-SC,Gremio,2.73,2.93,2.74,1,0,1,1,0,H,0.894736842,1.368421053,3.214285714,,,1.285714286,1.928571429
Brazil,Serie A,2015,08-07-15,23:30,Coritiba,Ponte Preta,2.18,3.14,3.37,0,0,0,0,0,D,0.815789474,1.078947368,3,,,1.1,1.9
Brazil,Serie A,2015,08-07-15,23:30,Goias,Santos,2.48,3.02,2.93,4,1,1,5,1,H,1.026315789,1.552631579,3.785714286,,,1.428571429,2.357142857
Brazil,Serie A,2015,09-07-15,01:00,Figueirense,Joinville,1.75,3.34,4.86,0,2,-1,2,0,A,0.947368421,0.684210526,1.5,,,0,1.5
Brazil,Serie A,2015,09-07-15,01:00,Palmeiras,Avai,1.37,4.4,8.54,3,0,1,3,0,H,1.578947368,1,3,Avai,Palmeiras,2.25,0.75
Brazil,Serie A,2015,09-07-15,02:00,Atletico-MG,Sport Recife,1.39,4.43,7.72,2,1,1,3,1,H,1.710526316,1.394736842,3.75,,,2.1875,1.5625
Brazil,Serie A,2015,09-07-15,02:00,Internacional,Flamengo RJ,1.96,3.29,3.88,1,2,-1,3,1,A,1.026315789,1.184210526,2.84,Flamengo RJ,Internacional,1.56,1.28
Brazil,Serie A,2015,09-07-15,02:00,Vasco,Sao Paulo,3.92,3.2,1.98,0,4,-1,4,0,A,0.736842105,1.394736842,2.789473684,Sao Paulo,Vasco,1.157894737,1.631578947
Brazil,Serie A,2015,09-07-15,23:30,Corinthians,Athletico-PR,1.54,3.71,6.62,2,0,1,2,0,H,1.868421053,1.131578947,2.125,Athletico-PR,Corinthians,1.291666667,0.833333333
Brazil,Serie A,2015,10-07-15,01:00,Fluminense,Cruzeiro,2.59,3.12,2.73,1,0,1,1,0,H,1.052631579,1.157894737,2.333333333,Cruzeiro,Fluminense,1.095238095,1.238095238
Brazil,Serie A,2015,11-07-15,22:30,Gremio,Vasco,1.39,4.17,8.81,2,0,1,2,0,H,1.368421053,0.736842105,2.052631579,,,1.368421053,0.684210526
Brazil,Serie A,2015,11-07-15,22:30,Santos,Figueirense,1.54,3.83,6.22,3,0,1,3,0,H,1.552631579,0.947368421,2.5,Figueirense,Santos,1.875,0.625
Brazil,Serie A,2015,12-07-15,01:00,Ponte Preta,Atletico-MG,2.81,3.25,2.44,0,2,-1,2,0,A,1.078947368,1.710526316,2.9,Atletico-MG,Ponte Preta,0.9,2
Brazil,Serie A,2015,12-07-15,15:00,Sao Paulo,Coritiba,1.51,3.82,6.69,3,1,1,4,1,H,1.394736842,0.815789474,2.611111111,Coritiba,Sao Paulo,1.388888889,1.222222222
Brazil,Serie A,2015,12-07-15,20:00,Athletico-PR,Fluminense,1.97,3.28,3.82,1,2,-1,3,1,A,1.131578947,1.052631579,2.5,,,1.208333333,1.291666667
Brazil,Serie A,2015,12-07-15,20:00,Cruzeiro,Goias,1.54,3.74,6.35,1,0,1,1,0,H,1.157894737,1.026315789,2,,,1.5,0.5
Brazil,Serie A,2015,12-07-15,20:00,Flamengo RJ,Corinthians,2.42,2.98,3.08,0,3,-1,3,0,A,1.184210526,1.868421053,2.740740741,Corinthians,Flamengo RJ,1.481481481,1.259259259
Brazil,Serie A,2015,12-07-15,20:00,Joinville,Internacional,2.26,3.07,3.26,0,2,-1,2,0,A,0.684210526,1.026315789,1.5,Internacional,Joinville,0,1.5
Brazil,Serie A,2015,12-07-15,22:30,Avai,Chapecoense-SC,2.54,2.95,2.91,2,1,1,3,1,H,1,0.894736842,1.333333333,,,0.5,0.833333333
Brazil,Serie A,2015,12-07-15,22:30,Sport Recife,Palmeiras,2.42,3.21,2.87,2,2,0,4,1,D,1.394736842,1.578947368,3,Palmeiras,Sport Recife,1.235294118,1.764705882
Brazil,Serie A,2015,18-07-15,22:30,Flamengo RJ,Gremio,2.28,3.02,3.29,1,0,1,1,0,H,1.184210526,1.368421053,2.52,,,1.24,1.28
Brazil,Serie A,2015,18-07-15,22:30,Internacional,Goias,1.92,3.25,4.07,2,1,1,3,1,H,1.026315789,1.026315789,2.571428571,Goias,Internacional,1.357142857,1.214285714
Brazil,Serie A,2015,19-07-15,01:00,Corinthians,Atletico-MG,2.38,3.15,2.97,1,0,1,1,0,H,1.868421053,1.710526316,1.777777778,Atletico-MG,Corinthians,0.851851852,0.925925926
Brazil,Serie A,2015,19-07-15,15:00,Athletico-PR,Chapecoense-SC,2.01,3.18,3.82,1,0,1,1,0,H,1.131578947,0.894736842,2.214285714,,,1.214285714,1
Brazil,Serie A,2015,19-07-15,20:00,Figueirense,Coritiba,2.07,3.15,3.62,0,0,0,0,0,D,0.947368421,0.815789474,1.875,Coritiba,Figueirense,1.25,0.625
Brazil,Serie A,2015,19-07-15,20:00,Fluminense,Vasco,1.68,3.53,5.11,1,2,-1,3,1,A,1.052631579,0.736842105,2.526315789,,,1.052631579,1.473684211
Brazil,Serie A,2015,19-07-15,20:00,Palmeiras,Santos,1.72,3.54,4.77,1,0,1,1,0,H,1.578947368,1.552631579,2.454545455,,,1.181818182,1.272727273
Brazil,Serie A,2015,19-07-15,20:00,Sport Recife,Sao Paulo,2.34,3.21,2.99,2,0,1,2,0,H,1.394736842,1.394736842,1.588235294,Sao Paulo,Sport Recife,0.411764706,1.176470588
Brazil,Serie A,2015,19-07-15,22:30,Cruzeiro,Avai,1.41,4.27,7.6,1,1,0,2,1,D,1.157894737,1,2.166666667,Avai,Cruzeiro,1,1.166666667
Brazil,Serie A,2015,19-07-15,22:30,Joinville,Ponte Preta,2.7,3.04,2.66,1,1,0,2,1,D,0.684210526,1.078947368,1.5,,,0.5,1
Brazil,Serie A,2015,25-07-15,22:30,Avai,Athletico-PR,2.26,3.19,3.14,1,2,-1,3,1,A,1,1.131578947,2.25,Athletico-PR,Avai,0.75,1.5
Brazil,Serie A,2015,25-07-15,23:30,Gremio,Sport Recife,1.56,3.82,6.07,1,1,0,2,1,D,1.368421053,1.394736842,3.125,,,1.5625,1.5625
Brazil,Serie A,2015,26-07-15,01:00,Atletico-MG,Figueirense,1.27,5.21,10.87,1,0,1,1,0,H,1.710526316,0.947368421,3.25,,,2.375,0.875
Brazil,Serie A,2015,26-07-15,15:00,Chapecoense-SC,Fluminense,2.15,3.15,3.43,2,1,1,3,1,H,0.894736842,1.052631579,3,,,1.571428571,1.428571429
Brazil,Serie A,2015,26-07-15,15:00,Santos,Joinville,1.55,3.78,6.14,2,0,1,2,0,H,1.552631579,0.684210526,1,Joinville,Santos,1,0
Brazil,Serie A,2015,26-07-15,20:00,Coritiba,Corinthians,2.84,3,2.59,1,1,0,2,1,D,0.815789474,1.868421053,2.666666667,Corinthians,Coritiba,0.777777778,1.888888889
Brazil,Serie A,2015,26-07-15,20:00,Goias,Flamengo RJ,2.53,3.04,2.88,0,1,-1,1,0,A,1.026315789,1.184210526,2.357142857,Flamengo RJ,Goias,0.642857143,1.714285714
Brazil,Serie A,2015,26-07-15,20:00,Ponte Preta,Internacional,2.13,3.18,3.48,0,0,0,0,0,D,1.078947368,1.026315789,1.875,Internacional,Ponte Preta,0.75,1.125
Brazil,Serie A,2015,26-07-15,20:00,Sao Paulo,Cruzeiro,2,3.28,3.78,1,0,1,1,0,H,1.394736842,1.157894737,1.904761905,Cruzeiro,Sao Paulo,1.19047619,0.714285714
Brazil,Serie A,2015,26-07-15,22:30,Vasco,Palmeiras,2.96,3.12,2.4,1,4,-1,5,1,A,0.736842105,1.578947368,2.235294118,Palmeiras,Vasco,0.764705882,1.470588235
Brazil,Serie A,2015,30-07-15,02:00,Atletico-MG,Sao Paulo,1.65,3.65,5.17,3,1,1,4,1,H,1.710526316,1.394736842,2.185185185,,,1.185185185,1
Brazil,Serie A,2015,30-07-15,02:00,Corinthians,Vasco,1.38,4.32,8.67,3,0,1,3,0,H,1.868421053,0.736842105,2.473684211,,,1.789473684,0.684210526
Brazil,Serie A,2015,01-08-15,22:30,Fluminense,Gremio,2.15,3.11,3.49,1,0,1,1,0,H,1.052631579,1.368421053,2,,,0.75,1.25
Brazil,Serie A,2015,02-08-15,15:00,Coritiba,Goias,1.93,3.19,4.14,1,1,0,2,1,D,0.815789474,1.026315789,2.916666667,,,1.583333333,1.333333333
Brazil,Serie A,2015,02-08-15,15:00,Palmeiras,Athletico-PR,1.49,3.99,6.73,0,1,-1,1,0,A,1.578947368,1.131578947,2.318181818,Athletico-PR,Palmeiras,1.409090909,0.909090909
Brazil,Serie A,2015,02-08-15,20:00,Figueirense,Ponte Preta,2.19,3.13,3.37,3,1,1,4,1,H,0.947368421,1.078947368,1.833333333,,,1,0.833333333
Brazil,Serie A,2015,02-08-15,20:00,Flamengo RJ,Santos,1.91,3.34,4.01,2,2,0,4,1,D,1.184210526,1.552631579,2.28,,,1.24,1.04
Brazil,Serie A,2015,02-08-15,20:00,Internacional,Chapecoense-SC,1.64,3.49,5.65,0,0,0,0,0,D,1.026315789,0.894736842,2.333333333,Chapecoense-SC,Internacional,1.166666667,1.166666667
Brazil,Serie A,2015,02-08-15,20:00,Joinville,Avai,2.39,3.09,3.02,2,0,1,2,0,H,0.684210526,1,2.5,Avai,Joinville,1.5,1
Brazil,Serie A,2015,02-08-15,22:30,Sport Recife,Cruzeiro,2.18,3.2,3.3,0,0,0,0,0,D,1.394736842,1.157894737,1.769230769,Cruzeiro,Sport Recife,0.384615385,1.384615385
Brazil,Serie A,2015,08-08-15,22:30,Avai,Fluminense,2.44,3.16,2.87,1,0,1,1,0,H,1,1.052631579,2.125,,,0.5,1.625
Brazil,Serie A,2015,09-08-15,01:00,Santos,Coritiba,1.51,3.93,6.35,3,0,1,3,0,H,1.552631579,0.815789474,2.222222222,Coritiba,Santos,1.388888889,0.833333333
Brazil,Serie A,2015,09-08-15,15:00,Athletico-PR,Sport Recife,1.79,3.41,4.52,1,1,0,2,1,D,1.131578947,1.394736842,1.642857143,,,0.928571429,0.714285714
Brazil,Serie A,2015,09-08-15,15:00,Vasco,Joinville,1.84,3.26,4.46,0,0,0,0,0,D,0.736842105,0.684210526,1.5,Joinville,Vasco,1,0.5
Brazil,Serie A,2015,09-08-15,20:00,Cruzeiro,Palmeiras,2.04,3.19,3.7,2,1,1,3,1,H,1.157894737,1.578947368,2.368421053,,,1.105263158,1.263157895
Brazil,Serie A,2015,09-08-15,20:00,Goias,Atletico-MG,2.95,3.15,2.39,0,0,0,0,0,D,1.026315789,1.710526316,2.071428571,Atletico-MG,Goias,0.785714286,1.285714286
Brazil,Serie A,2015,09-08-15,20:00,Ponte Preta,Flamengo RJ,2.58,3.1,2.75,1,0,1,1,0,H,1.078947368,1.184210526,2.1,Flamengo RJ,Ponte Preta,1.1,1
Brazil,Serie A,2015,09-08-15,20:00,Sao Paulo,Corinthians,2.32,3,3.22,1,1,0,2,1,D,1.394736842,1.868421053,2.518518519,Corinthians,Sao Paulo,1.407407407,1.111111111
Brazil,Serie A,2015,09-08-15,22:30,Chapecoense-SC,Figueirense,1.86,3.2,4.45,2,2,0,4,1,D,0.894736842,0.947368421,1.5,,,0.666666667,0.833333333
Brazil,Serie A,2015,09-08-15,22:30,Gremio,Internacional,1.81,3.36,4.47,5,0,1,5,0,H,1.368421053,1.026315789,1.956521739,,,1.086956522,0.869565217
Brazil,Serie A,2015,12-08-15,23:30,Coritiba,Palmeiras,2.91,3.11,2.45,2,1,1,3,1,H,0.815789474,1.578947368,2.3125,,,1.0625,1.25
Brazil,Serie A,2015,12-08-15,23:30,Flamengo RJ,Athletico-PR,1.83,3.43,4.27,3,2,1,5,1,H,1.184210526,1.131578947,2.958333333,Athletico-PR,Flamengo RJ,1.5,1.458333333
Brazil,Serie A,2015,13-08-15,01:00,Goias,Chapecoense-SC,1.8,3.25,4.78,0,0,0,0,0,D,1.026315789,0.894736842,3,Chapecoense-SC,Goias,2,1
Brazil,Serie A,2015,13-08-15,01:00,Santos,Vasco,1.39,4.44,7.78,1,0,1,1,0,H,1.552631579,0.736842105,2.235294118,,,1.352941176,0.882352941
Brazil,Serie A,2015,13-08-15,02:00,Corinthians,Sport Recife,1.53,3.83,6.29,4,3,1,7,1,H,1.868421053,1.394736842,2.823529412,,,1.941176471,0.882352941
Brazil,Serie A,2015,13-08-15,02:00,Figueirense,Sao Paulo,2.93,3.14,2.41,0,2,-1,2,0,A,0.947368421,1.394736842,2.5,,,0.75,1.75
Brazil,Serie A,2015,13-08-15,02:00,Internacional,Fluminense,2.02,3.24,3.67,1,0,1,1,0,H,1.026315789,1.052631579,2.28,Fluminense,Internacional,1.32,0.96
Brazil,Serie A,2015,13-08-15,23:30,Ponte Preta,Avai,1.63,3.62,5.43,2,0,1,2,0,H,1.078947368,1,1.5,Avai,Ponte Preta,0.75,0.75
Brazil,Serie A,2015,14-08-15,01:00,Atletico-MG,Gremio,1.73,3.44,4.91,0,2,-1,2,0,A,1.710526316,1.368421053,2.64,,,1.2,1.44
Brazil,Serie A,2015,14-08-15,01:00,Joinville,Cruzeiro,3.32,3.02,2.26,3,0,1,3,0,H,0.684210526,1.157894737,3,Cruzeiro,Joinville,1.5,1.5
Brazil,Serie A,2015,15-08-15,22:30,Athletico-PR,Santos,2.35,3.18,2.99,0,0,0,0,0,D,1.131578947,1.552631579,2.181818182,,,0.863636364,1.318181818
Brazil,Serie A,2015,15-08-15,22:30,Vasco,Coritiba,2.18,3.15,3.37,0,1,-1,1,0,A,0.736842105,0.815789474,2.333333333,Coritiba,Vasco,1.333333333,1
Brazil,Serie A,2015,16-08-15,01:00,Sao Paulo,Goias,1.6,3.64,5.75,0,3,-1,3,0,A,1.394736842,1.026315789,2.642857143,Goias,Sao Paulo,1.5,1.142857143
Brazil,Serie A,2015,16-08-15,15:00,Palmeiras,Flamengo RJ,1.96,3.3,3.8,4,2,1,6,1,H,1.578947368,1.184210526,2.56,Flamengo RJ,Palmeiras,1.08,1.48
Brazil,Serie A,2015,16-08-15,20:00,Avai,Corinthians,3.1,3.09,2.34,1,2,-1,3,1,A,1,1.868421053,2,,,0.5,1.5
Brazil,Serie A,2015,16-08-15,20:00,Cruzeiro,Internacional,1.73,3.42,4.96,0,0,0,0,0,D,1.157894737,1.026315789,2.052631579,,,0.894736842,1.157894737
Brazil,Serie A,2015,16-08-15,20:00,Fluminense,Figueirense,1.66,3.53,5.36,2,1,1,3,1,H,1.052631579,0.947368421,2.875,Figueirense,Fluminense,1.625,1.25
Brazil,Serie A,2015,16-08-15,20:00,Sport Recife,Ponte Preta,1.81,3.46,4.32,1,1,0,2,1,D,1.394736842,1.078947368,2.125,Ponte Preta,Sport Recife,1,1.125
Brazil,Serie A,2015,16-08-15,22:30,Chapecoense-SC,Atletico-MG,3.16,3.18,2.26,2,1,1,3,1,H,0.894736842,1.710526316,2.642857143,Atletico-MG,Chapecoense-SC,1.214285714,1.428571429
Brazil,Serie A,2015,16-08-15,22:30,Gremio,Joinville,1.39,4.28,8.39,2,1,1,3,1,H,1.368421053,0.684210526,2.5,,,2,0.5
Brazil,Serie A,2015,22-08-15,22:30,Goias,Vasco,1.66,3.56,5.28,3,0,1,3,0,H,1.026315789,0.736842105,2,,,1.2,0.8
Brazil,Serie A,2015,22-08-15,22:30,Santos,Avai,1.4,4.38,7.95,5,2,1,7,1,H,1.552631579,1,2.625,Avai,Santos,1.625,1
Brazil,Serie A,2015,23-08-15,01:00,Figueirense,Sport Recife,2.13,3.22,3.41,2,1,1,3,1,H,0.947368421,1.394736842,2.375,,,1.125,1.25
Brazil,Serie A,2015,23-08-15,15:00,Coritiba,Chapecoense-SC,1.92,3.21,4.19,1,0,1,1,0,H,0.815789474,0.894736842,2.5,Chapecoense-SC,Coritiba,1.375,1.125
Brazil,Serie A,2015,23-08-15,15:00,Ponte Preta,Gremio,2.52,3.09,2.84,0,0,0,0,0,D,1.078947368,1.368421053,1.9,Gremio,Ponte Preta,0.8,1.1
Brazil,Serie A,2015,23-08-15,20:00,Corinthians,Cruzeiro,1.98,3.22,3.91,3,0,1,3,0,H,1.868421053,1.157894737,1.80952381,,,1,0.80952381
Brazil,Serie A,2015,23-08-15,20:00,Flamengo RJ,Sao Paulo,1.95,3.34,3.85,2,1,1,3,1,H,1.184210526,1.394736842,2.518518519,,,1.296296296,1.222222222
Brazil,Serie A,2015,23-08-15,20:00,Internacional,Athletico-PR,1.88,3.3,4.22,2,0,1,2,0,H,1.026315789,1.131578947,2.227272727,Athletico-PR,Internacional,1.090909091,1.136363636
Brazil,Serie A,2015,23-08-15,20:00,Joinville,Fluminense,2.55,3.06,2.82,2,1,1,3,1,H,0.684210526,1.052631579,2,Fluminense,Joinville,1,1
Brazil,Serie A,2015,23-08-15,22:30,Atletico-MG,Palmeiras,1.61,3.78,5.39,2,1,1,3,1,H,1.710526316,1.578947368,2.4,,,1.24,1.16
Brazil,Serie A,2015,29-08-15,22:30,Vasco,Figueirense,2.04,3.15,3.8,0,1,-1,1,0,A,0.736842105,0.947368421,1.75,Figueirense,Vasco,1,0.75
Brazil,Serie A,2015,30-08-15,01:00,Sao Paulo,Ponte Preta,1.75,3.47,4.74,3,0,1,3,0,H,1.394736842,1.078947368,1.8,Ponte Preta,Sao Paulo,1.3,0.5
Brazil,Serie A,2015,30-08-15,15:00,Avai,Internacional,2.84,3.13,2.49,3,0,1,3,0,H,1,1.026315789,1.5,,,0.5,1
Brazil,Serie A,2015,30-08-15,15:00,Gremio,Coritiba,1.52,3.8,6.72,0,0,0,0,0,D,1.368421053,0.815789474,2.5,Coritiba,Gremio,1.1875,1.3125
Brazil,Serie A,2015,30-08-15,20:00,Chapecoense-SC,Corinthians,2.5,2.95,2.99,1,3,-1,4,1,A,0.894736842,1.868421053,1.571428571,,,0.428571429,1.142857143
Brazil,Serie A,2015,30-08-15,20:00,Fluminense,Atletico-MG,2.73,3.23,2.51,1,2,-1,3,1,A,1.052631579,1.710526316,3.037037037,Atletico-MG,Fluminense,1.37037037,1.666666667
