Country,League,Season,Date,Time,Home,Away,Odd Home,Odd Draw,Odd Away,HG,AG,Match_Result_Home_Perspective,Total_Goals,BTTS,Res,Home_Team_Goals_Per_Game_Season,Away_Team_Goals_Per_Game_Season,H2H_Goals_Per_Game,Team_A_swapped,Team_B_swapped,Home_Goals_Per_Game_vs_Away,Away_Goals_Per_Game_vs_Home
Brazil,Serie A,2012,19-05-12,22:30,Palmeiras,Portuguesa,1.69,3.5,4.9,1,1,0,2,1,D,1.026315789,1.026315789,2.5,,,0.5,2
Brazil,Serie A,2012,19-05-12,22:30,Sport Recife,Flamengo RJ,2.59,3.23,2.58,1,1,0,2,1,D,1.026315789,1.026315789,2.25,Flamengo RJ,Sport Recife,0.6875,1.5625
Brazil,Serie A,2012,20-05-12,01:00,Figueirense,Nautico,1.59,3.67,5.64,2,1,1,3,1,H,1.026315789,1.157894737,4,,,2,2
Brazil,Serie A,2012,20-05-12,20:00,Botafogo RJ,Sao Paulo,2.35,3.26,2.84,4,2,1,6,1,H,1.578947368,1.552631579,2.826086957,,,1.173913043,1.652173913
Brazil,Serie A,2012,20-05-12,20:00,Corinthians,Fluminense,1.89,3.33,3.89,0,1,-1,1,0,A,1.342105263,1.605263158,2.222222222,,,1.111111111,1.111111111
Brazil,Serie A,2012,20-05-12,20:00,Internacional,Coritiba,1.66,3.55,5.1,2,0,1,2,0,H,1.157894737,1.394736842,2.1875,Coritiba,Internacional,1.4375,0.75
Brazil,Serie A,2012,20-05-12,20:00,Ponte Preta,Atletico-MG,2.74,3.23,2.45,0,1,-1,1,0,A,0.973684211,1.684210526,2.9,Atletico-MG,Ponte Preta,0.9,2
Brazil,Serie A,2012,20-05-12,22:30,Bahia,Santos,2.3,3.22,2.97,0,0,0,0,0,D,0.973684211,1.315789474,2.157894737,,,0.842105263,1.315789474
Brazil,Serie A,2012,20-05-12,22:30,Cruzeiro,Atletico GO,1.78,3.47,4.3,0,0,0,0,0,D,1.236842105,0.973684211,2,Atletico GO,Cruzeiro,1.666666667,0.333333333
Brazil,Serie A,2012,20-05-12,22:30,Vasco,Gremio,2.08,3.25,3.41,2,1,1,3,1,H,1.184210526,1.473684211,2.052631579,Gremio,Vasco,0.684210526,1.368421053
Brazil,Serie A,2012,26-05-12,22:30,Atletico GO,Ponte Preta,1.66,3.59,5.04,1,1,0,2,1,D,0.973684211,0.973684211,3.25,,,2,1.25
Brazil,Serie A,2012,26-05-12,22:30,Flamengo RJ,Internacional,1.99,3.23,3.74,3,3,0,6,1,D,1.026315789,1.157894737,2.84,,,1.28,1.56
Brazil,Serie A,2012,26-05-12,22:30,Portuguesa,Vasco,2.62,3.22,2.54,0,1,-1,1,0,A,1.026315789,1.184210526,1.5,,,0.5,1
Brazil,Serie A,2012,27-05-12,01:00,Nautico,Cruzeiro,2.67,3.18,2.55,0,0,0,0,0,D,1.157894737,1.236842105,2.75,Cruzeiro,Nautico,0.25,2.5
Brazil,Serie A,2012,27-05-12,20:00,Atletico-MG,Corinthians,2.08,3.28,3.43,1,0,1,1,0,H,1.684210526,1.342105263,1.777777778,,,0.925925926,0.851851852
Brazil,Serie A,2012,27-05-12,20:00,Coritiba,Botafogo RJ,1.77,3.6,4.15,2,3,-1,5,1,A,1.394736842,1.578947368,2.4375,Botafogo RJ,Coritiba,0.9375,1.5
Brazil,Serie A,2012,27-05-12,20:00,Santos,Sport Recife,1.41,4.17,7.46,0,0,0,0,0,D,1.315789474,1.026315789,2.235294118,,,1.176470588,1.058823529
Brazil,Serie A,2012,27-05-12,20:00,Sao Paulo,Bahia,1.44,4.12,6.93,1,0,1,1,0,H,1.552631579,0.973684211,1.904761905,Bahia,Sao Paulo,1.19047619,0.714285714
Brazil,Serie A,2012,27-05-12,22:30,Fluminense,Figueirense,1.65,3.61,5.08,2,2,0,4,1,D,1.605263158,1.026315789,2.875,Figueirense,Fluminense,1.625,1.25
Brazil,Serie A,2012,27-05-12,22:30,Gremio,Palmeiras,1.97,3.33,3.66,1,0,1,1,0,H,1.473684211,1.026315789,2.304347826,,,0.826086957,1.47826087
Brazil,Serie A,2012,06-06-12,23:30,Atletico GO,Gremio,2.28,3.26,2.96,0,1,-1,1,0,A,0.973684211,1.473684211,2.1,,,0.9,1.2
Brazil,Serie A,2012,06-06-12,23:30,Sport Recife,Palmeiras,2.46,3.17,2.77,2,1,1,3,1,H,1.026315789,1.026315789,3,Palmeiras,Sport Recife,1.235294118,1.764705882
Brazil,Serie A,2012,07-06-12,00:30,Atletico-MG,Bahia,1.43,4.13,7.23,1,1,0,2,1,D,1.684210526,0.973684211,2.380952381,,,1.095238095,1.285714286
Brazil,Serie A,2012,07-06-12,00:30,Coritiba,Portuguesa,1.59,3.72,5.37,2,0,1,2,0,H,1.394736842,1.026315789,1.75,,,0.75,1
Brazil,Serie A,2012,07-06-12,00:30,Vasco,Nautico,1.37,4.4,8.19,4,2,1,6,1,H,1.184210526,1.157894737,3.25,Nautico,Vasco,2.5,0.75
Brazil,Serie A,2012,07-06-12,01:50,Internacional,Sao Paulo,1.86,3.41,4.03,1,0,1,1,0,H,1.157894737,1.552631579,2.25,,,1.208333333,1.041666667
Brazil,Serie A,2012,07-06-12,01:50,Ponte Preta,Flamengo RJ,2.55,3.21,2.67,2,2,0,4,1,D,0.973684211,1.026315789,2.1,Flamengo RJ,Ponte Preta,1.1,1
Brazil,Serie A,2012,07-06-12,01:50,Santos,Fluminense,2.02,3.23,3.63,1,1,0,2,1,D,1.315789474,1.605263158,2.36,Fluminense,Santos,1.2,1.16
Brazil,Serie A,2012,08-06-12,01:00,Botafogo RJ,Cruzeiro,2.02,3.32,3.58,2,3,-1,5,1,A,1.578947368,1.236842105,2.222222222,,,0.888888889,1.333333333
Brazil,Serie A,2012,08-06-12,01:00,Corinthians,Figueirense,1.56,3.77,5.68,1,1,0,2,1,D,1.342105263,1.026315789,2,,,1,1
Brazil,Serie A,2012,09-06-12,22:30,Flamengo RJ,Coritiba,1.93,3.34,3.83,3,1,1,4,1,H,1.026315789,1.394736842,2.666666667,Coritiba,Flamengo RJ,1.666666667,1
Brazil,Serie A,2012,10-06-12,01:00,Palmeiras,Atletico-MG,2.05,3.37,3.39,0,1,-1,1,0,A,1.026315789,1.684210526,2.4,Atletico-MG,Palmeiras,1.16,1.24
Brazil,Serie A,2012,10-06-12,20:00,Portuguesa,Atletico GO,2.08,3.26,3.4,2,0,1,2,0,H,1.026315789,0.973684211,2,Atletico GO,Portuguesa,1.5,0.5
Brazil,Serie A,2012,10-06-12,21:00,Bahia,Vasco,2.93,3.24,2.31,1,2,-1,3,1,A,0.973684211,1.184210526,2.4375,,,1.625,0.8125
Brazil,Serie A,2012,10-06-12,21:00,Fluminense,Internacional,1.92,3.27,3.95,0,0,0,0,0,D,1.605263158,1.157894737,2.28,,,0.96,1.32
Brazil,Serie A,2012,10-06-12,21:00,Gremio,Corinthians,1.53,3.84,6.06,2,0,1,2,0,H,1.473684211,1.342105263,1.84,Corinthians,Gremio,0.92,0.92
Brazil,Serie A,2012,10-06-12,22:30,Cruzeiro,Sport Recife,1.55,3.83,5.76,1,0,1,1,0,H,1.236842105,1.026315789,1.769230769,,,1.384615385,0.384615385
Brazil,Serie A,2012,10-06-12,22:30,Figueirense,Ponte Preta,1.74,3.51,4.52,0,0,0,0,0,D,1.026315789,0.973684211,1.833333333,,,1,0.833333333
Brazil,Serie A,2012,10-06-12,22:30,Nautico,Botafogo RJ,2.35,3.36,2.8,3,2,1,5,1,H,1.157894737,1.578947368,3.75,Botafogo RJ,Nautico,1.25,2.5
Brazil,Serie A,2012,10-06-12,22:30,Sao Paulo,Santos,1.83,3.42,4.11,1,0,1,1,0,H,1.552631579,1.315789474,2.36,Santos,Sao Paulo,1.08,1.28
Brazil,Serie A,2012,16-06-12,22:30,Cruzeiro,Figueirense,1.72,3.53,4.54,1,0,1,1,0,H,1.236842105,1.026315789,3.25,,,2.125,1.125
Brazil,Serie A,2012,16-06-12,22:30,Internacional,Botafogo RJ,1.54,3.91,5.7,1,2,-1,3,1,A,1.157894737,1.578947368,2.904761905,Botafogo RJ,Internacional,1.476190476,1.428571429
Brazil,Serie A,2012,17-06-12,01:00,Fluminense,Portuguesa,1.46,4.04,6.8,4,1,1,5,1,H,1.605263158,1.026315789,3.25,,,2.25,1
Brazil,Serie A,2012,17-06-12,20:00,Bahia,Sport Recife,1.96,3.34,3.68,2,1,1,3,1,H,0.973684211,1.026315789,1.916666667,,,0.666666667,1.25
Brazil,Serie A,2012,17-06-12,20:00,Flamengo RJ,Santos,1.63,3.65,5.12,1,0,1,1,0,H,1.026315789,1.315789474,2.28,,,1.24,1.04
Brazil,Serie A,2012,17-06-12,20:00,Palmeiras,Vasco,2.33,3.24,2.91,1,1,0,2,1,D,1.026315789,1.184210526,2.235294118,,,1.470588235,0.764705882
Brazil,Serie A,2012,17-06-12,20:00,Sao Paulo,Atletico-MG,2.1,3.23,3.38,1,0,1,1,0,H,1.552631579,1.684210526,2.185185185,Atletico-MG,Sao Paulo,1,1.185185185
Brazil,Serie A,2012,17-06-12,22:30,Coritiba,Atletico GO,1.83,3.42,4.08,3,0,1,3,0,H,1.394736842,0.973684211,2.625,Atletico GO,Coritiba,1.625,1
Brazil,Serie A,2012,17-06-12,22:30,Nautico,Gremio,2.44,3.26,2.73,1,0,1,1,0,H,1.157894737,1.473684211,1.75,Gremio,Nautico,0.25,1.5
Brazil,Serie A,2012,17-06-12,22:30,Ponte Preta,Corinthians,2.15,3.24,3.23,1,0,1,1,0,H,0.973684211,1.342105263,2,Corinthians,Ponte Preta,0.9,1.1
Brazil,Serie A,2012,23-06-12,22:30,Portuguesa,Sao Paulo,3.07,3.28,2.22,1,0,1,1,0,H,1.026315789,1.552631579,2.75,,,1.25,1.5
Brazil,Serie A,2012,23-06-12,22:30,Vasco,Cruzeiro,1.72,3.59,4.53,1,3,-1,4,1,A,1.184210526,1.236842105,2.529411765,Cruzeiro,Vasco,1.058823529,1.470588235
Brazil,Serie A,2012,24-06-12,01:00,Atletico-MG,Nautico,1.35,4.54,8.38,5,1,1,6,1,H,1.684210526,1.157894737,3,,,2.5,0.5
Brazil,Serie A,2012,24-06-12,20:00,Corinthians,Palmeiras,2.65,3.1,2.62,2,1,1,3,1,H,1.342105263,1.026315789,2.28,,,0.96,1.32
Brazil,Serie A,2012,24-06-12,20:00,Figueirense,Bahia,1.59,3.74,5.46,1,1,0,2,1,D,1.026315789,0.973684211,2.5,Bahia,Figueirense,0.5,2
Brazil,Serie A,2012,24-06-12,20:00,Gremio,Flamengo RJ,1.66,3.66,4.92,2,0,1,2,0,H,1.473684211,1.026315789,2.52,Flamengo RJ,Gremio,1.28,1.24
Brazil,Serie A,2012,24-06-12,22:30,Atletico GO,Fluminense,2.8,3.22,2.41,1,4,-1,5,1,A,0.973684211,1.605263158,2.583333333,,,1.416666667,1.166666667
Brazil,Serie A,2012,24-06-12,22:30,Botafogo RJ,Ponte Preta,1.58,3.82,5.41,1,2,-1,3,1,A,1.578947368,0.973684211,1.875,,,0.875,1
Brazil,Serie A,2012,24-06-12,22:30,Santos,Coritiba,1.6,3.78,5.18,2,2,0,4,1,D,1.315789474,1.394736842,2.222222222,Coritiba,Santos,1.388888889,0.833333333
Brazil,Serie A,2012,24-06-12,22:30,Sport Recife,Internacional,2.88,3.15,2.4,0,2,-1,2,0,A,1.026315789,1.157894737,2.6,Internacional,Sport Recife,1.2,1.4
Brazil,Serie A,2012,30-06-12,20:20,Cruzeiro,Sao Paulo,2.04,3.3,3.47,2,3,-1,5,1,A,1.236842105,1.552631579,1.904761905,,,0.714285714,1.19047619
Brazil,Serie A,2012,30-06-12,20:20,Nautico,Fluminense,2.86,3.24,2.35,0,2,-1,2,0,A,1.157894737,1.605263158,2,Fluminense,Nautico,0.25,1.75
Brazil,Serie A,2012,30-06-12,22:30,Vasco,Ponte Preta,1.46,4.03,6.78,3,2,1,5,1,H,1.184210526,0.973684211,2.125,Ponte Preta,Vasco,1,1.125
Brazil,Serie A,2012,01-07-12,20:00,Bahia,Internacional,2.9,3.16,2.38,1,1,0,2,1,D,0.973684211,1.157894737,2.444444444,,,0.833333333,1.611111111
Brazil,Serie A,2012,01-07-12,20:00,Coritiba,Sport Recife,1.66,3.58,5.01,2,3,-1,5,1,A,1.394736842,1.026315789,2.25,,,0.916666667,1.333333333
Brazil,Serie A,2012,01-07-12,20:00,Portuguesa,Santos,3.52,3.32,2.02,0,0,0,0,0,D,1.026315789,1.315789474,3,,,1.75,1.25
Brazil,Serie A,2012,01-07-12,22:30,Flamengo RJ,Atletico GO,1.59,3.71,5.44,3,2,1,5,1,H,1.026315789,0.973684211,2.833333333,Atletico GO,Flamengo RJ,1.833333333,1
Brazil,Serie A,2012,01-07-12,22:30,Gremio,Atletico-MG,1.93,3.31,3.8,0,1,-1,1,0,A,1.473684211,1.684210526,2.64,Atletico-MG,Gremio,1.44,1.2
Brazil,Serie A,2012,01-07-12,22:30,Palmeiras,Figueirense,2,3.28,3.64,3,1,1,4,1,H,1.026315789,1.026315789,3.125,Figueirense,Palmeiras,2.125,1
Brazil,Serie A,2012,07-07-12,22:30,Botafogo RJ,Bahia,1.55,3.77,5.85,3,0,1,3,0,H,1.578947368,0.973684211,2.578947368,Bahia,Botafogo RJ,1.210526316,1.368421053
Brazil,Serie A,2012,07-07-12,22:30,Internacional,Cruzeiro,1.75,3.48,4.55,2,1,1,3,1,H,1.157894737,1.236842105,2.052631579,Cruzeiro,Internacional,1.157894737,0.894736842
Brazil,Serie A,2012,08-07-12,01:00,Atletico GO,Nautico,1.65,3.78,4.86,0,1,-1,1,0,A,0.973684211,1.157894737,1.5,,,0,1.5
Brazil,Serie A,2012,08-07-12,20:00,Figueirense,Vasco,2.31,3.2,2.99,1,1,0,2,1,D,1.026315789,1.184210526,1.75,,,0.75,1
Brazil,Serie A,2012,08-07-12,20:00,Fluminense,Flamengo RJ,1.96,3.35,3.67,1,0,1,1,0,H,1.605263158,1.026315789,2.333333333,Flamengo RJ,Fluminense,1.111111111,1.222222222
Brazil,Serie A,2012,08-07-12,20:00,Santos,Gremio,1.87,3.38,3.99,4,2,1,6,1,H,1.315789474,1.473684211,2.52173913,Gremio,Santos,1.130434783,1.391304348
Brazil,Serie A,2012,08-07-12,20:00,Sao Paulo,Coritiba,1.46,4.07,6.85,3,1,1,4,1,H,1.552631579,1.394736842,2.611111111,Coritiba,Sao Paulo,1.388888889,1.222222222
Brazil,Serie A,2012,08-07-12,22:30,Atletico-MG,Portuguesa,1.39,4.4,7.52,2,0,1,2,0,H,1.684210526,1.026315789,2.25,,,1.25,1
Brazil,Serie A,2012,08-07-12,22:30,Ponte Preta,Palmeiras,2.12,3.22,3.36,1,0,1,1,0,H,0.973684211,1.026315789,2.375,Palmeiras,Ponte Preta,0.875,1.5
Brazil,Serie A,2012,08-07-12,22:30,Sport Recife,Corinthians,2.22,3.22,3.11,1,1,0,2,1,D,1.026315789,1.342105263,2.823529412,Corinthians,Sport Recife,0.882352941,1.941176471
Brazil,Serie A,2012,11-07-12,23:30,Corinthians,Botafogo RJ,1.89,3.32,3.94,1,3,-1,4,1,A,1.342105263,1.578947368,2.217391304,Botafogo RJ,Corinthians,1.086956522,1.130434783
Brazil,Serie A,2012,14-07-12,22:30,Corinthians,Nautico,1.41,4.31,7.41,2,1,1,3,1,H,1.342105263,1.157894737,1.75,,,0.75,1
Brazil,Serie A,2012,14-07-12,22:30,Figueirense,Atletico-MG,2.47,3.24,2.7,3,4,-1,7,1,A,1.026315789,1.684210526,3.25,Atletico-MG,Figueirense,0.875,2.375
Brazil,Serie A,2012,15-07-12,01:00,Ponte Preta,Coritiba,2.32,3.21,2.98,4,1,1,5,1,H,0.973684211,1.394736842,3,Coritiba,Ponte Preta,1.9,1.1
Brazil,Serie A,2012,15-07-12,20:00,Bahia,Flamengo RJ,2.25,3.26,3.02,1,2,-1,3,1,A,0.973684211,1.026315789,3.047619048,,,1.047619048,2
Brazil,Serie A,2012,15-07-12,20:00,Botafogo RJ,Fluminense,2.57,3.24,2.61,1,1,0,2,1,D,1.578947368,1.605263158,1.608695652,,,0.913043478,0.695652174
Brazil,Serie A,2012,15-07-12,20:00,Cruzeiro,Gremio,1.93,3.38,3.75,1,3,-1,4,1,A,1.236842105,1.473684211,2.476190476,,,1.142857143,1.333333333
Brazil,Serie A,2012,15-07-12,20:00,Internacional,Santos,1.9,3.34,3.91,0,0,0,0,0,D,1.157894737,1.315789474,2.217391304,,,1.347826087,0.869565217
Brazil,Serie A,2012,15-07-12,22:30,Palmeiras,Sao Paulo,2.6,3.16,2.64,1,1,0,2,1,D,1.026315789,1.552631579,2.36,,,1.4,0.96
Brazil,Serie A,2012,15-07-12,22:30,Sport Recife,Portuguesa,2.06,3.32,3.43,2,1,1,3,1,H,1.026315789,1.026315789,4.5,Portuguesa,Sport Recife,1.5,3
Brazil,Serie A,2012,15-07-12,22:30,Vasco,Atletico GO,1.52,3.92,5.97,1,0,1,1,0,H,1.184210526,0.973684211,1.5,Atletico GO,Vasco,1,0.5
Brazil,Serie A,2012,18-07-12,23:30,Gremio,Sport Recife,1.37,4.41,7.96,3,1,1,4,1,H,1.473684211,1.026315789,3.125,,,1.5625,1.5625
Brazil,Serie A,2012,18-07-12,23:30,Santos,Botafogo RJ,2.21,3.28,3.1,0,0,0,0,0,D,1.315789474,1.578947368,1.952380952,Botafogo RJ,Santos,1.142857143,0.80952381
Brazil,Serie A,2012,19-07-12,00:30,Nautico,Ponte Preta,2.15,3.28,3.2,3,0,1,3,0,H,1.157894737,0.973684211,3.25,,,1.75,1.5
Brazil,Serie A,2012,19-07-12,00:30,Portuguesa,Cruzeiro,2.44,3.2,2.78,0,2,-1,2,0,A,1.026315789,1.236842105,2.5,Cruzeiro,Portuguesa,0.25,2.25
Brazil,Serie A,2012,19-07-12,01:50,Atletico-MG,Internacional,1.72,3.51,4.64,3,1,1,4,1,H,1.684210526,1.157894737,2.52,,,1.36,1.16
Brazil,Serie A,2012,19-07-12,01:50,Flamengo RJ,Corinthians,2.38,3.2,2.89,0,3,-1,3,0,A,1.026315789,1.342105263,2.740740741,Corinthians,Flamengo RJ,1.481481481,1.259259259
Brazil,Serie A,2012,19-07-12,01:50,Sao Paulo,Vasco,1.86,3.39,4.04,0,1,-1,1,0,A,1.552631579,1.184210526,2.789473684,,,1.631578947,1.157894737
Brazil,Serie A,2012,20-07-12,01:00,Atletico GO,Figueirense,1.98,3.34,3.63,3,2,1,5,1,H,0.973684211,1.026315789,4.5,,,2,2.5
Brazil,Serie A,2012,20-07-12,01:00,Coritiba,Palmeiras,1.79,3.5,4.21,1,1,0,2,1,D,1.394736842,1.026315789,2.3125,,,1.0625,1.25
Brazil,Serie A,2012,20-07-12,01:00,Fluminense,Bahia,1.34,4.57,8.98,4,0,1,4,0,H,1.605263158,0.973684211,2.1,Bahia,Fluminense,1.3,0.8
Brazil,Serie A,2012,21-07-12,22:30,Sport Recife,Atletico-MG,3.3,3.3,2.09,1,4,-1,5,1,A,1.026315789,1.684210526,3.75,Atletico-MG,Sport Recife,1.5625,2.1875
Brazil,Serie A,2012,21-07-12,22:30,Vasco,Santos,1.69,3.56,4.76,2,0,1,2,0,H,1.184210526,1.315789474,2.235294118,Santos,Vasco,0.882352941,1.352941176
Brazil,Serie A,2012,22-07-12,01:00,Corinthians,Portuguesa,1.57,3.74,5.7,1,1,0,2,1,D,1.342105263,1.026315789,2,,,0.5,1.5
Brazil,Serie A,2012,22-07-12,20:00,Cruzeiro,Flamengo RJ,1.77,3.53,4.27,1,0,1,1,0,H,1.236842105,1.026315789,2.095238095,,,0.761904762,1.333333333
Brazil,Serie A,2012,22-07-12,20:00,Figueirense,Sao Paulo,2.4,3.22,2.82,0,2,-1,2,0,A,1.026315789,1.552631579,2.5,,,0.75,1.75
Brazil,Serie A,2012,22-07-12,20:00,Internacional,Atletico GO,1.57,3.7,5.75,4,1,1,5,1,H,1.157894737,0.973684211,2.3,Atletico GO,Internacional,1.3,1
Brazil,Serie A,2012,22-07-12,20:00,Palmeiras,Nautico,1.53,3.8,6.11,3,0,1,3,0,H,1.026315789,1.157894737,2,Nautico,Palmeiras,1.5,0.5
Brazil,Serie A,2012,22-07-12,22:30,Bahia,Coritiba,2.27,3.23,3,2,2,0,4,1,D,0.973684211,1.394736842,2.666666667,,,1.5,1.166666667
Brazil,Serie A,2012,22-07-12,22:30,Botafogo RJ,Gremio,1.98,3.37,3.58,0,1,-1,1,0,A,1.578947368,1.473684211,2.65,,,0.95,1.7
Brazil,Serie A,2012,22-07-12,22:30,Ponte Preta,Fluminense,3.04,3.27,2.22,1,2,-1,3,1,A,0.973684211,1.605263158,2.2,Fluminense,Ponte Preta,0.8,1.4
Brazil,Serie A,2012,25-07-12,23:30,Figueirense,Internacional,2.51,3.21,2.67,0,1,-1,1,0,A,1.026315789,1.157894737,2.75,,,1.375,1.375
Brazil,Serie A,2012,25-07-12,23:30,Ponte Preta,Sport Recife,1.71,3.61,4.56,1,1,0,2,1,D,0.973684211,1.026315789,2.125,,,1.125,1
Brazil,Serie A,2012,26-07-12,00:30,Nautico,Coritiba,2.14,3.32,3.19,3,4,-1,7,1,A,1.157894737,1.394736842,3.5,Coritiba,Nautico,1.75,1.75
Brazil,Serie A,2012,26-07-12,00:30,Vasco,Botafogo RJ,2.29,3.3,2.92,1,0,1,1,0,H,1.184210526,1.578947368,2.764705882,Botafogo RJ,Vasco,1.235294118,1.529411765
Brazil,Serie A,2012,26-07-12,01:50,Atletico GO,Sao Paulo,2.68,3.2,2.5,4,3,1,7,1,H,0.973684211,1.552631579,2.916666667,,,1.083333333,1.833333333
Brazil,Serie A,2012,26-07-12,01:50,Corinthians,Cruzeiro,1.92,3.28,3.83,2,0,1,2,0,H,1.342105263,1.236842105,1.80952381,,,1,0.80952381
Brazil,Serie A,2012,26-07-12,01:50,Gremio,Fluminense,1.79,3.45,4.26,1,0,1,1,0,H,1.473684211,1.605263158,2,Fluminense,Gremio,1.25,0.75
Brazil,Serie A,2012,27-07-12,01:00,Atletico-MG,Santos,1.49,3.9,6.58,2,0,1,2,0,H,1.684210526,1.315789474,2.88,,,1.4,1.48
Brazil,Serie A,2012,27-07-12,01:00,Flamengo RJ,Portuguesa,1.73,3.52,4.6,0,0,0,0,0,D,1.026315789,1.026315789,0.5,,,0.25,0.25
Brazil,Serie A,2012,27-07-12,01:00,Palmeiras,Bahia,1.48,3.92,6.67,0,2,-1,2,0,A,1.026315789,0.973684211,2.368421053,Bahia,Palmeiras,1.473684211,0.894736842
Brazil,Serie A,2012,28-07-12,22:30,Coritiba,Gremio,2.34,3.25,2.88,2,1,1,3,1,H,1.394736842,1.473684211,2.5,,,1.3125,1.1875
Brazil,Serie A,2012,28-07-12,22:30,Internacional,Vasco,2.02,3.28,3.51,0,0,0,0,0,D,1.157894737,1.184210526,2.882352941,,,1.823529412,1.058823529
Brazil,Serie A,2012,29-07-12,01:00,Botafogo RJ,Figueirense,1.52,3.9,5.98,1,0,1,1,0,H,1.578947368,1.026315789,1,,,0.666666667,0.333333333
Brazil,Serie A,2012,29-07-12,20:00,Bahia,Corinthians,2.95,3.18,2.33,0,0,0,0,0,D,0.973684211,1.342105263,2.476190476,,,1.047619048,1.428571429
Brazil,Serie A,2012,29-07-12,20:00,Fluminense,Atletico-MG,2.18,3.26,3.16,0,0,0,0,0,D,1.605263158,1.684210526,3.037037037,Atletico-MG,Fluminense,1.37037037,1.666666667
Brazil,Serie A,2012,29-07-12,20:00,Sao Paulo,Flamengo RJ,1.69,3.6,4.76,4,1,1,5,1,H,1.552631579,1.026315789,2.518518519,Flamengo RJ,Sao Paulo,1.222222222,1.296296296
Brazil,Serie A,2012,29-07-12,20:00,Sport Recife,Atletico GO,1.98,3.32,3.65,0,0,0,0,0,D,1.026315789,0.973684211,1.75,Atletico GO,Sport Recife,1.125,0.625
Brazil,Serie A,2012,29-07-12,22:30,Cruzeiro,Palmeiras,1.9,3.32,3.93,2,1,1,3,1,H,1.236842105,1.026315789,2.368421053,,,1.105263158,1.263157895
Brazil,Serie A,2012,29-07-12,22:30,Portuguesa,Nautico,1.68,3.66,4.75,3,1,1,4,1,H,1.026315789,1.157894737,2.75,Nautico,Portuguesa,2,0.75
Brazil,Serie A,2012,29-07-12,22:30,Santos,Ponte Preta,1.92,3.31,3.85,2,1,1,3,1,H,1.315789474,0.973684211,2.5,Ponte Preta,Santos,1.3,1.2
Brazil,Serie A,2012,04-08-12,22:30,Atletico GO,Botafogo RJ,2.76,3.25,2.43,1,2,-1,3,1,A,0.973684211,1.578947368,2.6,,,1,1.6
Brazil,Serie A,2012,04-08-12,22:30,Palmeiras,Internacional,2.26,3.21,3.06,0,1,-1,1,0,A,1.026315789,1.157894737,1.695652174,Internacional,Palmeiras,0.826086957,0.869565217
Brazil,Serie A,2012,05-08-12,01:00,Portuguesa,Figueirense,1.8,3.47,4.25,2,0,1,2,0,H,1.026315789,1.026315789,1,Figueirense,Portuguesa,1,0
Brazil,Serie A,2012,05-08-12,20:00,Coritiba,Fluminense,2.51,3.27,2.65,0,2,-1,2,0,A,1.394736842,1.605263158,2.944444444,,,1.222222222,1.722222222
Brazil,Serie A,2012,05-08-12,20:00,Gremio,Bahia,1.33,4.53,9.43,3,1,1,4,1,H,1.473684211,0.973684211,1.904761905,Bahia,Gremio,1.142857143,0.761904762
Brazil,Serie A,2012,05-08-12,20:00,Sao Paulo,Sport Recife,1.39,4.29,7.79,1,0,1,1,0,H,1.552631579,1.026315789,1.588235294,,,1.176470588,0.411764706
Brazil,Serie A,2012,05-08-12,20:00,Vasco,Corinthians,2.06,3.24,3.48,0,0,0,0,0,D,1.184210526,1.342105263,2.473684211,Corinthians,Vasco,0.684210526,1.789473684
Brazil,Serie A,2012,05-08-12,22:30,Cruzeiro,Ponte Preta,1.61,3.72,5.28,1,2,-1,3,1,A,1.236842105,0.973684211,2.5,,,1.6,0.9
Brazil,Serie A,2012,05-08-12,22:30,Nautico,Santos,2.11,3.23,3.34,3,0,1,3,0,H,1.157894737,1.315789474,2.75,,,1.25,1.5
Brazil,Serie A,2012,08-08-12,23:30,Internacional,Nautico,1.39,4.34,7.83,0,0,0,0,0,D,1.157894737,1.157894737,2.75,,,1,1.75
Brazil,Serie A,2012,08-08-12,23:30,Sport Recife,Vasco,3.02,3.18,2.29,0,2,-1,2,0,A,1.026315789,1.184210526,2.909090909,,,1.181818182,1.727272727
Brazil,Serie A,2012,09-08-12,00:30,Bahia,Portuguesa,2.43,3.12,2.85,0,0,0,0,0,D,0.973684211,1.026315789,2,,,1,1
Brazil,Serie A,2012,09-08-12,00:30,Corinthians,Atletico GO,1.47,3.9,6.89,1,1,0,2,1,D,1.342105263,0.973684211,1.833333333,Atletico GO,Corinthians,1.166666667,0.666666667
Brazil,Serie A,2012,09-08-12,01:50,Botafogo RJ,Palmeiras,1.81,3.37,4.29,1,2,-1,3,1,A,1.578947368,1.026315789,2.476190476,,,1.047619048,1.428571429
Brazil,Serie A,2012,09-08-12,01:50,Figueirense,Flamengo RJ,2.28,3.24,2.99,0,2,-1,2,0,A,1.026315789,1.026315789,2.125,,,1,1.125
Brazil,Serie A,2012,09-08-12,01:50,Santos,Cruzeiro,2.3,3.2,2.99,4,2,1,6,1,H,1.315789474,1.236842105,2.388888889,Cruzeiro,Santos,1.166666667,1.222222222
Brazil,Serie A,2012,10-08-12,01:00,Atletico-MG,Coritiba,1.36,4.48,7.97,1,0,1,1,0,H,1.684210526,1.394736842,2.222222222,,,1.5,0.722222222
Brazil,Serie A,2012,10-08-12,01:00,Fluminense,Sao Paulo,2.07,3.19,3.48,2,1,1,3,1,H,1.605263158,1.552631579,2.740740741,,,1.518518519,1.222222222
